Account_Name,Salesforce_ID,Industry,Geography,CSM,Account_Executive,Contract_Start,Contract_End,ARR,New_ARR,ARR_Delta,Renewal_Outcome,Churned,Churn_Reason,Health_Score_Overall,Health_Label,Health_Support,Health_NPS,Health_Usage,Health_Adoption,Health_Engagement,Health_Risk_Score,Risk_Identified,Account_Summary
Trident Cloud,001BM2QSQ0P82KB,Manufacturing,Northeast US,Lauren Chu,Samantha Lowe,2023-02-12,2024-02-12,691000,898000,207000,Renewal Up,No,,88,Green,92,95,82,95,78,98,Missed QBR Q3,"CSM: Lauren Chu delivered ROI report in Q3; executive team cited measurable value. AE: Samantha Lowe closed renewal with a 29% ARR increase. Prediction: Likely to renew. ARR movement: up ($207,000). Health: Green. Outcome: Renewal Up."
Summit Enterprises,001JWJJ0V60XNG2,Education,Southeast US,Natalie Bergmann,Ryan Callahan,2023-04-18,2024-04-17,36000,41000,5000,Renewal Up,No,,66,Yellow,65,75,72,50,72,61,Budget freeze flagged,"CSM: Natalie Bergmann proactively identified and resolved an integration risk ahead of renewal. AE: Ryan Callahan secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($5,000). Health: Yellow. Outcome: Renewal Up."
Harbor Technologies,001X1EGOK01TNZR,Insurance,LATAM,Sarah Mitchell,Jason Whitmore,2023-11-09,2024-11-08,52000,38000,-14000,Renewal Down,No,,82,Green,77,86,75,95,81,86,Low executive engagement,"CSM: Sarah Mitchell delivered ROI report in Q3; executive team cited measurable value. AE: Jason Whitmore closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: down ($14,000). Health: Green. Outcome: Renewal Down."
Stratos Enterprises,001MJDXO100VHMY,Life Sciences,Southeast US,Sarah Mitchell,Ryan Callahan,2023-04-09,2024-04-08,60000,60000,0,Renewal Flat,No,,48,Red,50,40,53,40,58,51,Competitor evaluation in progress,CSM: Sarah Mitchell delivered ROI report in Q3; executive team cited measurable value. AE: Ryan Callahan aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Red. Outcome: Renewal Flat.
Nexus Solutions,001WCV6HVE8DVN1,Manufacturing,West Coast US,James Thornton,David Kim,2023-03-24,2024-03-23,294000,390000,96000,Renewal Up,No,,83,Green,87,95,68,86,80,95,Missed QBR Q3,"CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: David Kim aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($96,000). Health: Green. Outcome: Renewal Up."
Prism Systems,001JCN9J3GC9HOX,Professional Services,Australia & NZ,Aisha Patel,Brooke Sanders,2023-09-12,2024-09-11,59000,46000,-13000,Renewal Down,No,,58,Yellow,72,57,65,51,46,44,Single-threaded relationship,"CSM: Aisha Patel proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: down ($13,000). Health: Yellow. Outcome: Renewal Down."
Meridian Software,001X7XJZ6US7RP4,Financial Services,UK & Ireland,Natalie Bergmann,Brooke Sanders,2023-01-29,2024-01-29,235000,235000,0,Renewal Flat,No,,95,Green,100,100,96,84,99,98,Competitor evaluation in progress,CSM: Natalie Bergmann delivered ROI report in Q3; executive team cited measurable value. AE: Brooke Sanders closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Meridia Software,001DT8CQ1XGBNGZ,Insurance,Australia & NZ,Connor Walsh,Megan Foster,2023-02-02,2024-02-02,383000,0,-383000,Churn,Yes,Executive sponsor left; new leadership brought in preferred vendor,82,Green,97,80,78,75,80,74,Low NPS score,"CSM: Connor Walsh submitted a save plan in Q2; procurement rejected renewal terms. AE: Megan Foster competed against an incumbent re-entry; lost on total cost of ownership. Prediction: Account did not renew. Final ARR lost: $383,000. Reason: Executive sponsor left; new leadership brought in preferred vendor"
Volta Software,001LT4Q9BC2BE3Y,Government,Nordics,Natalie Bergmann,David Kim,2023-05-05,2024-05-04,161000,133000,-28000,Renewal Down,No,,62,Yellow,80,53,52,74,55,66,None identified,"CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: David Kim is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: down ($28,000). Health: Yellow. Outcome: Renewal Down."
Aether Software,001EGBL2QGV3DR2,Telecommunications,Middle East,Aisha Patel,Alicia Torres,2023-10-31,2024-10-30,37000,37000,0,Renewal Flat,No,,92,Green,92,90,83,100,98,97,Declining usage trend,CSM: Aisha Patel navigated a champion change successfully; new stakeholder is engaged. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Summit Group,001J1GNFIUE2WNF,Technology,Southern Europe,Sarah Mitchell,Ryan Callahan,2023-08-19,2024-08-18,241000,273000,32000,Renewal Up,No,,61,Yellow,64,62,60,70,51,55,Champion departure risk,"CSM: Sarah Mitchell delivered ROI report in Q3; executive team cited measurable value. AE: Ryan Callahan positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($32,000). Health: Yellow. Outcome: Renewal Up."
Sterling Ventures,0017VBGR8W2MAIE,Life Sciences,LATAM,Tyler Henson,Alicia Torres,2023-03-18,2024-03-17,87000,87000,0,Renewal Flat,No,,87,Green,87,78,85,95,91,92,Open critical support tickets,CSM: Tyler Henson navigated a champion change successfully; new stakeholder is engaged. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Nimbus Intelligence,001RF7BNHJW6QDB,Real Estate,Southeast US,Sarah Mitchell,Chloe Dupont,2023-02-26,2024-02-26,95000,128000,33000,Renewal Up,No,,59,Yellow,69,48,64,55,59,59,Competitor evaluation in progress,"CSM: Sarah Mitchell delivered ROI report in Q3; executive team cited measurable value. AE: Chloe Dupont secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($33,000). Health: Yellow. Outcome: Renewal Up."
Cobalt Ventures,001D05NHQR6F7QN,Manufacturing,Southwest US,Derek Okafor,Alicia Torres,2023-06-25,2024-06-24,71000,51000,-20000,Renewal Down,No,,67,Yellow,62,59,80,76,59,66,Declining usage trend,"CSM: Derek Okafor proactively identified and resolved an integration risk ahead of renewal. AE: Alicia Torres secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: down ($20,000). Health: Yellow. Outcome: Renewal Down."
Fusion Global,001V2WWG84D4R9V,Government,Middle East,Sarah Mitchell,Nathan Webb,2023-01-23,2024-01-23,342000,484000,142000,Renewal Up,No,,63,Yellow,59,62,65,70,59,80,Low NPS score,"CSM: Sarah Mitchell reports strong adoption and positive QBR outcomes. AE: Nathan Webb closed renewal with a 41% ARR increase. Prediction: Likely to renew. ARR movement: up ($142,000). Health: Yellow. Outcome: Renewal Up."
Nexus Intelligence,0010SPO3ZDRC1YO,Energy,Southeast US,Lauren Chu,Brooke Sanders,2023-03-12,2024-03-11,47000,50000,3000,Renewal Up,No,,52,Yellow,53,59,47,43,60,52,Low NPS score,"CSM: Lauren Chu proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders closed renewal with a 6% ARR increase. Prediction: Likely to renew. ARR movement: up ($3,000). Health: Yellow. Outcome: Renewal Up."
Lumen Digital,001G5WZAWNYTK1Z,Professional Services,Southern Europe,Derek Okafor,Megan Foster,2023-07-16,2024-07-15,494000,494000,0,Renewal Flat,No,,77,Green,81,87,59,74,88,87,None identified,CSM: Derek Okafor reports strong adoption and positive QBR outcomes. AE: Megan Foster is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Cascade Analytics,001WNGUCZH9IER7,Education,Canada,Derek Okafor,Brooke Sanders,2023-09-27,2024-09-26,197000,197000,0,Renewal Flat,No,,65,Yellow,70,75,67,62,55,56,Competitor evaluation in progress,CSM: Derek Okafor proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Zenith Intelligence,001ZYTKW2837C6Q,Healthcare,Midwest US,Lauren Chu,Megan Foster,2023-08-02,2024-08-01,36000,0,-36000,Churn,Yes,Company downsizing reduced headcount and usage requirements,29,Red,23,42,24,35,24,53,Open critical support tickets,"CSM: Lauren Chu flagged risk early but escalation support was delayed. AE: Megan Foster offered a significant discount; budget freeze made renewal untenable. Prediction: Account did not renew. Final ARR lost: $36,000. Reason: Company downsizing reduced headcount and usage requirements"
Nimbus Services,0017RP0AGA24SMU,Energy,APAC,Connor Walsh,Samantha Lowe,2023-09-05,2024-09-04,367000,430000,63000,Renewal Up,No,,86,Green,96,87,84,84,79,88,Declining usage trend,"CSM: Connor Walsh delivered ROI report in Q3; executive team cited measurable value. AE: Samantha Lowe secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($63,000). Health: Green. Outcome: Renewal Up."
Cascade Global,0011BMQF7ZK94YX,Education,Nordics,James Thornton,Ryan Callahan,2023-08-18,2024-08-17,40000,58000,18000,Renewal Up,No,,53,Yellow,59,53,56,50,51,62,Low executive engagement,"CSM: James Thornton navigated a champion change successfully; new stakeholder is engaged. AE: Ryan Callahan aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($18,000). Health: Yellow. Outcome: Renewal Up."
Volta Dynamics,001TEA7187F8TSX,Energy,Midwest US,Lauren Chu,Samantha Lowe,2023-03-01,2024-02-29,189000,267000,78000,Renewal Up,No,,93,Green,96,100,100,87,83,95,Single-threaded relationship,"CSM: Lauren Chu navigated a champion change successfully; new stakeholder is engaged. AE: Samantha Lowe positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: up ($78,000). Health: Green. Outcome: Renewal Up."
Trident Solutions,001O4QDBXVH7KAT,Logistics,Southwest US,James Thornton,Ethan Graves,2023-07-09,2024-07-08,160000,160000,0,Renewal Flat,No,,86,Green,78,87,87,84,98,69,None identified,CSM: James Thornton navigated a champion change successfully; new stakeholder is engaged. AE: Ethan Graves closed renewal with a 0% ARR increase. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Redwood Works,001AMLQUH50OPF0,Professional Services,Southeast US,Priya Nair,Samantha Lowe,2023-01-04,2024-01-04,412000,530000,118000,Renewal Up,No,,60,Yellow,52,55,61,73,62,56,Single-threaded relationship,"CSM: Priya Nair proactively identified and resolved an integration risk ahead of renewal. AE: Samantha Lowe is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($118,000). Health: Yellow. Outcome: Renewal Up."
Sterling Software,0016OUZ1EGNTB34,Financial Services,LATAM,Connor Walsh,Brooke Sanders,2023-04-02,2024-04-01,146000,191000,45000,Renewal Up,No,,51,Yellow,41,45,46,67,57,63,None identified,"CSM: Connor Walsh delivered ROI report in Q3; executive team cited measurable value. AE: Brooke Sanders closed renewal with a 30% ARR increase. Prediction: Likely to renew. ARR movement: up ($45,000). Health: Yellow. Outcome: Renewal Up."
Crimson AI,001XB1R8VNRPJY9,Financial Services,Middle East,Natalie Bergmann,Samantha Lowe,2023-07-04,2024-07-03,391000,391000,0,Renewal Flat,No,,60,Yellow,58,71,54,57,63,67,Declining usage trend,CSM: Natalie Bergmann reports strong adoption and positive QBR outcomes. AE: Samantha Lowe aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Bedrock Global,001T7S1GD1T53YK,Professional Services,Canada,James Thornton,Ethan Graves,2023-04-22,2024-04-21,385000,546000,161000,Renewal Up,No,,54,Yellow,46,50,62,55,57,70,Champion departure risk,"CSM: James Thornton navigated a champion change successfully; new stakeholder is engaged. AE: Ethan Graves is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($161,000). Health: Yellow. Outcome: Renewal Up."
Meridian Consulting,001HG6W3STT1EQC,Manufacturing,APAC,Connor Walsh,Alicia Torres,2023-03-02,2024-03-01,208000,208000,0,Renewal Flat,No,,78,Green,64,86,74,88,79,76,Competitor evaluation in progress,CSM: Connor Walsh delivered ROI report in Q3; executive team cited measurable value. AE: Alicia Torres is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: flat ($0). Health: Green. Outcome: Renewal Flat.
Fusion Partners,0014FIEECY2C11B,Financial Services,DACH,Natalie Bergmann,Samantha Lowe,2023-10-28,2024-10-27,75000,102000,27000,Renewal Up,No,,53,Yellow,73,52,45,46,53,65,Low executive engagement,"CSM: Natalie Bergmann established multi-threaded relationships across IT and business units. AE: Samantha Lowe secured renewal early after competitive review; account is stable. Prediction: Likely to renew. ARR movement: up ($27,000). Health: Yellow. Outcome: Renewal Up."
Momentum Dynamics,001YBF0JUM42WSC,Government,Southwest US,Natalie Bergmann,Brooke Sanders,2023-12-24,2024-12-23,207000,294000,87000,Renewal Up,No,,69,Yellow,60,83,79,72,55,78,Single-threaded relationship,"CSM: Natalie Bergmann proactively identified and resolved an integration risk ahead of renewal. AE: Brooke Sanders aligned on a growth roadmap for next fiscal year with the CFO. Prediction: Likely to renew. ARR movement: up ($87,000). Health: Yellow. Outcome: Renewal Up."
Quantum Dynamics,001P8GMNHIE9EDE,Healthcare,Canada,Natalie Bergmann,Ryan Callahan,2023-10-11,2024-10-10,347000,0,-347000,Churn,Yes,Lost internal champion — project deprioritized,86,Green,78,87,84,89,94,98,Missed QBR Q3,"CSM: Natalie Bergmann submitted a save plan in Q2; procurement rejected renewal terms. AE: Ryan Callahan engaged VP-level stakeholders late in the cycle with insufficient time to turn it around. Prediction: Account did not renew. Final ARR lost: $347,000. Reason: Lost internal champion — project deprioritized"
Sterling Global,0019P4627NAYYOS,Logistics,APAC,Priya Nair,Nathan Webb,2023-03-04,2024-03-03,261000,309000,48000,Renewal Up,No,,90,Green,77,97,100,100,79,76,Competitor evaluation in progress,"CSM: Priya Nair established multi-threaded relationships across IT and business units. AE: Nathan Webb closed renewal with a 18% ARR increase. Prediction: Likely to renew. ARR movement: up ($48,000). Health: Green. Outcome: Renewal Up."
Fusion Networks,0010KZUJ2XORVOR,Healthcare,West Coast US,Connor Walsh,Megan Foster,2023-04-02,2024-04-01,173000,239000,66000,Renewal Up,No,,83,Green,83,75,88,98,72,68,Single-threaded relationship,"CSM: Connor Walsh proactively identified and resolved an integration risk ahead of renewal. AE: Megan Foster is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($66,000). Health: Green. Outcome: Renewal Up."
Redwood Cloud,001YFWDC112HXRJ,Financial Services,LATAM,Natalie Bergmann,Ethan Graves,2023-04-01,2024-03-31,185000,227000,42000,Renewal Up,No,,56,Yellow,52,67,68,42,51,53,Competitor evaluation in progress,"CSM: Natalie Bergmann reports strong adoption and positive QBR outcomes. AE: Ethan Graves is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($42,000). Health: Yellow. Outcome: Renewal Up."
Solara Data,0014KZREZRDYXYU,Financial Services,UK & Ireland,Priya Nair,Ethan Graves,2023-01-24,2024-01-24,184000,184000,0,Renewal Flat,No,,70,Yellow,68,71,65,72,74,64,Missed QBR Q3,CSM: Priya Nair reports strong adoption and positive QBR outcomes. AE: Ethan Graves positioned the platform as a strategic investment at the QBR. Prediction: Likely to renew. ARR movement: flat ($0). Health: Yellow. Outcome: Renewal Flat.
Horizon Works,001M0A6MDMMMXIX,Healthcare,Canada,James Thornton,Jason Whitmore,2023-12-23,2024-12-22,191000,269000,78000,Renewal Up,No,,55,Yellow,47,64,57,48,61,68,Budget freeze flagged,"CSM: James Thornton delivered ROI report in Q3; executive team cited measurable value. AE: Jason Whitmore is pursuing expansion into two additional business units. Prediction: Likely to renew. ARR movement: up ($78,000). Health: Yellow. Outcome: Renewal Up."
